country,segment,sales_rep_id,sales_team_name,jobs_90d,rev_per_job,revenue_90d,pqr_90d
US,UMM,11155,US-MUpper-DE-STM-3,13092,39.9,522396.9,417311.9
US,UMM,11158,US-MUpper-DE-STM-6,17531,27.1,475051.1,506320.2
US,UMM,11164,US-MUpper-DE-NYC-1,18600,26.3,489053.4,464829.0
US,UMM,11566,US-MUpper-DE-ATX-3,14631,25.4,372336.5,355304.1
US,UMM,11567,US-MUpper-DE-ATX-1,15984,40.3,644915.6,502413.8
US,UMM,11794,US-MUpper-DE-STM-4,16593,39.0,647469.5,628864.5
US,UMM,12723,US-MUpper-DE-STM-1,15182,24.9,377994.5,352665.9
US,UMM,12954,US-MUpper-DE-NYC-1,13057,24.1,315083.5,266647.5
US,UMM,12990,US-MUpper-DE-ATX-2,19858,19.5,387658.0,374330.0
US,UMM,13118,US-MUpper-DE-NYC-3,18900,10.6,200586.2,232720.0
US,UMM,13770,US-MUpper-DE-ATX-2,16485,26.1,429975.4,356127.7
US,UMM,14473,US-MUpper-DE-STM-2,13699,37.5,513620.4,433364.4
US,UMM,14474,US-MUpper-DE-STM-1,16225,22.1,358769.4,376099.9
US,UMM,14509,US-MUpper-DE-NYC-5,15445,36.7,567525.4,532522.0
US,UMM,15076,US-MUpper-DE-STM-1,20203,19.8,400966.3,353616.3
US,UMM,15241,US-MUpper-DE-STM-2,15043,29.1,438387.4,428937.5
US,UMM,15433,US-MUpper-DE-NYC-2,14434,29.8,430353.7,389173.5
US,UMM,15607,US-MUpper-DE-NYC-5,19820,29.3,580405.8,489894.2
US,UMM,15734,US-MUpper-DE-ATX-4,21256,25.8,548695.7,457964.7
US,UMM,15966,US-MUpper-DE-NYC-5,17542,26.6,466542.3,418234.2
US,UMM,16440,US-MUpper-DE-STM-4,22240,13.9,309993.7,321917.1
US,UMM,16990,US-MUpper-DE-NYC-3,27313,15.6,426441.7,341109.8
US,UMM,16992,US-MUpper-DE-NYC-4,16092,29.2,469792.0,496613.7
US,UMM,17060,US-MUpper-DE-STM-2,56903,8.9,508730.1,453763.2
US,UMM,17244,US-MUpper-DE-NYC-3,21375,24.9,531905.4,406910.0
US,UMM,17537,US-MUpper-DE-STM-5,17627,28.7,505561.7,376572.5
US,UMM,17541,US-MUpper-DE-STM-5,15371,26.8,411175.7,308183.1
US,UMM,17648,US-MUpper-DE-STM-3,14258,30.5,434452.6,325771.7
US,UMM,17697,US-MUpper-DE-STM-1,12891,26.9,346795.6,315624.3
US,UMM,17742,US-MUpper-DE-NYC-2,26498,19.2,507683.7,279533.3
US,UMM,17836,US-MUpper-DE-STM-4,14827,29.3,435103.6,353970.1
US,UMM,18087,US-MUpper-DE-NYC-1,14881,27.0,402258.7,312217.8
US,UMM,18367,US-MUpper-DE-NYC-2,15368,52.0,799759.8,594307.0
US,UMM,18412,US-MUpper-DE-ATX-1,16976,32.4,549264.5,539211.2
US,UMM,18760,US-MUpper-DE-NYC-5,21091,19.6,412579.6,284460.6
US,UMM,18916,US-MUpper-DE-NYC-5,21460,11.7,251084.7,246835.7
US,UMM,18936,US-MUpper-DE-ATX-2,25423,17.5,444491.9,361338.5
US,UMM,19180,US-MUpper-DE-STM-3,16340,22.9,374136.1,334242.3
US,UMM,19348,US-MUpper-DE-ATX-2,19468,18.8,365956.4,303681.1
US,UMM,19547,US-MUpper-DE-STM-2,14186,31.9,452344.0,420203.3
US,UMM,19849,US-MUpper-DE-STM-3,20770,17.5,363877.6,318798.2
US,UMM,20151,US-MUpper-DE-STM-4,13875,31.5,437288.0,398752.7
US,UMM,21251,US-MUpper-DE-NYC-3,16442,24.4,400564.0,286648.5
US,UMM,23315,US-MUpper-DE-STM-6,18348,29.0,532875.0,480726.0
US,UMM,23657,US-MUpper-DE-ATX-4,15824,38.7,612360.4,561615.8
US,UMM,23709,US-MUpper-DE-STM-6,21670,19.0,410964.2,357347.7
US,UMM,24954,US-MUpper-DE-NYC-4,15444,41.6,642319.9,523467.5
US,UMM,26480,US-MUpper-DE-ATX-1,20090,25.3,508279.2,600680.6
US,UMM,27272,US-MUpper-DE-ATX-3,20918,18.2,380089.3,342752.6
US,UMM,30836,US-MUpper-DE-ATL-1,20042,24.3,487416.2,406887.3
US,UMM,30853,US-MUpper-DE-ATL-1,19141,21.6,413188.4,382771.1
US,UMM,30876,US-MUpper-DE-ATL-1,29937,15.0,449620.3,387883.0
US,UMM,31053,US-MUpper-DE-NYC-3,15873,40.9,649580.4,491631.3
US,UMM,31274,US-MUpper-DE-ATL-1,20416,30.7,625883.8,474485.4
US,UMM,32083,US-MUpper-DE-NYC-2,17024,30.5,519226.8,507443.6
US,UMM,32111,US-MUpper-DE-STM-6,15771,24.0,378187.8,391218.1
US,UMM,32152,US-MUpper-DE-ATX-2,17368,30.7,532442.4,534192.3
US,UMM,32190,US-MUpper-DE-NYC-2,14875,50.0,744460.9,456743.1
US,UMM,32872,US-MUpper-DE-STM-2,14146,34.1,481800.5,400698.8
US,UMM,34173,US-MUpper-DE-STM-1,22201,11.9,264513.1,271719.5
US,UMM,34176,US-MUpper-DE-NYC-4,16144,19.2,309190.1,319151.2
US,UMM,34180,US-MUpper-DE-STM-1,18556,28.9,535404.3,520487.9
US,UMM,34192,US-MUpper-DE-NYC-2,18840,22.4,421078.8,367134.4
US,UMM,34410,US-MUpper-DE-STM-5,13589,53.1,721468.3,613323.0
US,UMM,34456,US-MUpper-DE-STM-3,14357,31.6,453092.7,445683.2
US,UMM,34460,US-MUpper-DE-ATX-4,17408,23.4,406806.3,399693.6
US,UMM,34492,US-MUpper-DE-STM-6,43052,12.0,515733.9,392300.6
US,UMM,34500,US-MUpper-DE-ATX-1,14889,25.7,383297.2,243934.4
US,UMM,34535,US-MUpper-DE-ATX-3,16623,33.3,554334.4,518638.6
US,UMM,34667,US-MUpper-DE-ATX-3,23782,15.3,363355.2,337268.5
US,UMM,34862,US-MUpper-DE-STM-6,18010,32.0,576187.9,404511.7
US,UMM,34875,US-MUpper-DE-STM-3,18319,15.4,282500.2,249032.0
US,UMM,35199,US-MUpper-DE-NYC-4,19562,31.4,614647.6,456785.6
US,UMM,35502,US-MUpper-DE-NYC-3,13475,51.0,687608.7,511636.9
US,UMM,35555,US-MUpper-DE-NYC-5,12426,35.9,446352.6,359838.8
US,UMM,35758,US-MUpper-DE-ATX-3,16786,34.8,583624.9,665637.1
US,UMM,36240,US-MUpper-DE-NYC-5,37786,9.3,350216.1,324744.2
US,UMM,36375,US-MUpper-DE-STM-2,13968,32.4,452030.3,465067.7
US,UMM,36394,US-MUpper-DE-NYC-2,17228,22.4,385238.0,265777.6
US,UMM,38558,US-MUpper-DE-NYC-4,19232,45.3,870830.7,568866.0
US,UMM,38742,US-MUpper-DE-NYC-1,17093,21.3,364239.9,321731.2
US,UMM,39361,US-MUpper-DE-ATX-3,15317,19.3,294936.4,309760.8
US,UMM,39397,US-MUpper-DE-ATX-1,11992,37.3,447567.4,393004.9
US,UMM,39530,US-MUpper-DE-ATX-1,15456,22.8,352121.5,259543.4
US,UMM,39531,US-MUpper-DE-ATX-4,16167,21.2,342236.8,262156.6
US,UMM,39998,US-MUpper-DE-ATX-4,17142,22.3,381607.3,306846.4
US,UMM,40001,US-MUpper-DE-ATX-3,15910,29.3,465534.2,351887.3
US,UMM,40901,US-MUpper-DE-ATX-2,23898,26.0,620970.5,510057.4
US,UMM,40951,US-MUpper-DE-NYC-1,17777,18.9,336273.5,307453.3
US,UMM,41598,US-MUpper-DE-ATX-4,17350,27.7,480546.8,386839.2
US,UMM,41742,US-MUpper-DE-ATL-1,12662,36.9,466657.2,404998.0
US,UMM,41961,US-MUpper-DE-STM-2,16170,47.3,764763.5,514251.8
US,UMM,42326,US-MUpper-DE-STM-3,16745,20.0,334104.2,266052.2
US,UMM,42723,US-MUpper-DE-ATX-4,17850,21.9,391754.0,354851.4
US,UMM,42982,US-MUpper-DE-STM-5,20900,28.0,585133.6,542897.8
US,UMM,43737,US-MUpper-DE-STM-6,22103,26.1,577576.7,422682.6
US,UMM,43746,US-MUpper-DE-ATL-1,19864,21.4,424297.9,333964.6
US,UMM,43930,US-MUpper-DE-NYC-1,41724,5.3,220510.6,261839.0
US,UMM,43966,US-MUpper-DE-ATL-1,19833,18.8,373692.0,392103.6
US,UMM,44285,US-MUpper-DE-NYC-4,10940,41.6,454835.4,435114.7
US,UMM,44997,US-MUpper-DE-NYC-5,16955,26.1,442046.8,428626.4
US,UMM,45005,US-MUpper-DE-STM-4,17822,30.1,535639.5,528775.5
US,UMM,46515,US-MUpper-DE-NYC-3,16178,49.4,798921.2,502017.4
US,UMM,46517,US-MUpper-DE-NYC-1,14120,32.1,452598.3,299687.6
US,UMM,46546,US-MUpper-DE-STM-5,14890,20.7,307530.4,284110.3
US,UMM,46553,US-MUpper-DE-STM-1,19208,17.1,328186.3,232429.0
US,UMM,46578,US-MUpper-DE-STM-5,22475,19.9,447861.0,327998.6
US,UMM,46817,US-MUpper-DE-NYC-3,15533,26.9,417159.3,28191.5

[Exported 1663 rows. Export complete.]
