country,segment,sales_rep_id,sales_team_name,pcid_count,impact_calls_90d,impact_calls_per_account,segment_avg_coverage,too_big
DACH,NAM,35545,DE-NAM-MCU-DUSS-1,9,59,6,4.51,true
DACH,NAM,36090,DE-NAM-RHLOG-DUSS-1,21,55,2,4.51,true
DACH,NAM,36419,DE-NAM-PSE-DUSS-1,19,18,0,4.51,true
DACH,NAM,38387,DE-NAM-HC-DUSS-1,12,108,9,4.51,false
DACH,NAM,42636,DE-NAM-B2B-DUSS-1,12,26,2,4.51,false
DACH,NAM,43152,DE-NAM-HC-DUSS-1,11,134,12,4.51,false
DACH,NAM,43784,DE-NAM-MCU-DUSS-1,10,102,10,4.51,false
DACH,NAM,46325,DE-NAM-RHLOG-DUSS-1,17,15,0,4.51,true
DACH,NAMDCA,4823,DE-NAMDCA-DE-DUSS-1,23,74,3,4.25,true
DACH,NAMDCA,10979,DE-NAMDCA-DE-DUSS-1,19,165,8,4.25,false
