Market,Country,Segment,Sales rep ID,Sales team,PCID count,PQR 90d ($),Revenue 90d ($),Impact calls 90d,Impact calls / account,Ideal PCID,Segment avg PCID,Segment avg PQR ($),Vs ideal PCID,Too big,Too little,Healthy book,Peel to ideal,Grow slots
US-UMM,US,UMM,26480,US-MUpper-DE-ATX-1,59,600680.6,508279.2,106,1.0,58,60.9,387103.0,1,True,False,False,1,0
US-UMM,US,UMM,27272,US-MUpper-DE-ATX-3,60,342571.0,379507.5,51,0.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,30836,US-MUpper-DE-ATL-1,60,406887.3,487416.2,70,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,30853,US-MUpper-DE-ATL-1,60,382771.1,413188.4,84,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,30876,US-MUpper-DE-ATL-1,64,387883.0,449620.3,81,1.0,58,60.9,387103.0,6,False,False,True,0,0
US-UMM,US,UMM,31053,US-MUpper-DE-NYC-3,65,491631.3,649267.2,51,0.0,58,60.9,387103.0,7,True,False,False,7,0
US-UMM,US,UMM,31274,US-MUpper-DE-ATL-1,62,474485.4,625883.8,88,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,32083,US-MUpper-DE-NYC-2,60,507443.6,519226.8,62,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,32111,US-MUpper-DE-STM-6,62,391218.1,378187.8,51,0.0,58,60.9,387103.0,4,True,False,False,4,0
US-UMM,US,UMM,32152,US-MUpper-DE-ATX-2,65,534192.3,532442.4,3,0.0,58,60.9,387103.0,7,True,False,False,7,0
US-UMM,US,UMM,32190,US-MUpper-DE-NYC-2,62,456743.1,744460.9,106,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,32872,US-MUpper-DE-STM-2,58,400698.8,481800.5,121,2.0,58,60.9,387103.0,0,False,False,True,0,0
US-UMM,US,UMM,34173,US-MUpper-DE-STM-1,63,271719.5,264513.1,92,1.0,58,60.9,387103.0,5,True,False,False,5,0
US-UMM,US,UMM,34176,US-MUpper-DE-NYC-4,60,319151.2,309190.1,113,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,34180,US-MUpper-DE-STM-1,59,520487.9,535404.3,57,0.0,58,60.9,387103.0,1,True,False,False,1,0
US-UMM,US,UMM,34192,US-MUpper-DE-NYC-2,63,367134.4,421078.8,93,1.0,58,60.9,387103.0,5,False,False,True,0,0
US-UMM,US,UMM,34410,US-MUpper-DE-STM-5,59,613323.0,721468.3,149,2.0,58,60.9,387103.0,1,False,False,True,0,0
US-UMM,US,UMM,34456,US-MUpper-DE-STM-3,61,445683.2,453092.7,97,1.0,58,60.9,387103.0,3,False,False,True,0,0
US-UMM,US,UMM,34460,US-MUpper-DE-ATX-4,59,399693.6,406806.3,57,0.0,58,60.9,387103.0,1,True,False,False,1,0
US-UMM,US,UMM,34492,US-MUpper-DE-STM-6,59,392300.6,515733.9,37,0.0,58,60.9,387103.0,1,True,False,False,1,0
US-UMM,US,UMM,34500,US-MUpper-DE-ATX-1,62,243934.4,383297.2,134,2.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,34535,US-MUpper-DE-ATX-3,69,518638.6,549197.7,84,1.0,58,60.9,387103.0,11,False,False,True,0,0
US-UMM,US,UMM,34667,US-MUpper-DE-ATX-3,62,337268.5,363355.2,68,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,34862,US-MUpper-DE-STM-6,59,404511.7,576187.9,40,0.0,58,60.9,387103.0,1,True,False,False,1,0
US-UMM,US,UMM,34875,US-MUpper-DE-STM-3,62,249032.0,282500.2,93,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,35199,US-MUpper-DE-NYC-4,63,456785.6,614647.6,94,1.0,58,60.9,387103.0,5,False,False,True,0,0
US-UMM,US,UMM,35502,US-MUpper-DE-NYC-3,60,511636.9,687608.7,80,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,35555,US-MUpper-DE-NYC-5,62,359838.8,446352.6,92,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,35758,US-MUpper-DE-ATX-3,60,665637.1,583624.9,111,1.0,58,60.9,387103.0,2,True,False,False,2,0
US-UMM,US,UMM,36240,US-MUpper-DE-NYC-5,60,324744.2,350216.1,83,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,36375,US-MUpper-DE-STM-2,61,465067.7,452030.3,125,2.0,58,60.9,387103.0,3,True,False,False,3,0
US-UMM,US,UMM,36394,US-MUpper-DE-NYC-2,64,265777.6,385238.0,109,1.0,58,60.9,387103.0,6,False,False,True,0,0
US-UMM,US,UMM,38558,US-MUpper-DE-NYC-4,63,568866.0,870830.7,63,1.0,58,60.9,387103.0,5,False,False,True,0,0
US-UMM,US,UMM,38742,US-MUpper-DE-NYC-1,64,321731.2,364239.9,103,1.0,58,60.9,387103.0,6,False,False,True,0,0
US-UMM,US,UMM,39361,US-MUpper-DE-ATX-3,65,309760.8,294936.4,83,1.0,58,60.9,387103.0,7,True,False,False,7,0
US-UMM,US,UMM,39397,US-MUpper-DE-ATX-1,60,393004.9,447567.4,116,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,39530,US-MUpper-DE-ATX-1,59,259543.4,352121.5,93,1.0,58,60.9,387103.0,1,False,False,True,0,0
US-UMM,US,UMM,39531,US-MUpper-DE-ATX-4,60,262156.6,342236.8,71,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,39998,US-MUpper-DE-ATX-4,61,306846.4,381607.3,112,1.0,58,60.9,387103.0,3,False,False,True,0,0
US-UMM,US,UMM,40001,US-MUpper-DE-ATX-3,62,351887.3,465534.2,65,1.0,58,60.9,387103.0,4,False,False,True,0,0
US-UMM,US,UMM,40901,US-MUpper-DE-ATX-2,60,495777.4,620970.5,106,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,40951,US-MUpper-DE-NYC-1,64,307453.3,336273.5,97,1.0,58,60.9,387103.0,6,False,False,True,0,0
US-UMM,US,UMM,41598,US-MUpper-DE-ATX-4,58,386839.2,480546.8,56,0.0,58,60.9,387103.0,0,False,False,True,0,0
US-UMM,US,UMM,41742,US-MUpper-DE-ATL-1,60,404998.0,466657.2,66,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,41961,US-MUpper-DE-STM-2,61,514251.8,764763.5,63,1.0,58,60.9,387103.0,3,False,False,True,0,0
US-UMM,US,UMM,42326,US-MUpper-DE-STM-3,60,266052.2,334104.2,83,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,42723,US-MUpper-DE-ATX-4,59,354851.4,391754.0,77,1.0,58,60.9,387103.0,1,False,False,True,0,0
US-UMM,US,UMM,42982,US-MUpper-DE-STM-5,58,542897.8,584478.1,72,1.0,58,60.9,387103.0,0,False,False,True,0,0
US-UMM,US,UMM,43089,US-MUpper-DE-NYC-2,34,284768.2,0.0,66,1.0,58,60.9,387103.0,-24,False,True,False,0,24
US-UMM,US,UMM,43737,US-MUpper-DE-STM-6,63,422682.6,577375.1,69,1.0,58,60.9,387103.0,5,False,False,True,0,0
US-UMM,US,UMM,43746,US-MUpper-DE-ATL-1,64,333964.6,424297.9,76,1.0,58,60.9,387103.0,6,False,False,True,0,0
US-UMM,US,UMM,43930,US-MUpper-DE-NYC-1,63,261839.0,220510.6,46,0.0,58,60.9,387103.0,5,True,False,False,5,0
US-UMM,US,UMM,43966,US-MUpper-DE-ATL-1,65,392103.6,373692.0,109,1.0,58,60.9,387103.0,7,True,False,False,7,0
US-UMM,US,UMM,44285,US-MUpper-DE-NYC-4,60,435114.7,454835.4,69,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,44997,US-MUpper-DE-NYC-5,60,428626.4,442046.8,67,1.0,58,60.9,387103.0,2,False,False,True,0,0
US-UMM,US,UMM,45005,US-MUpper-DE-STM-4,58,528775.5,535639.5,76,1.0,58,60.9,387103.0,0,False,False,True,0,0
US-UMM,US,UMM,46515,US-MUpper-DE-NYC-3,62,502017.4,798921.2,4,0.0,58,60.9,387103.0,4,True,False,False,4,0
US-UMM,US,UMM,46517,US-MUpper-DE-NYC-1,58,299595.2,449227.4,49,0.0,58,60.9,387103.0,0,False,False,True,0,0
US-UMM,US,UMM,46546,US-MUpper-DE-STM-5,62,284110.3,307530.4,7,0.0,58,60.9,387103.0,4,True,False,False,4,0
US-UMM,US,UMM,46553,US-MUpper-DE-STM-1,62,232429.0,328186.3,8,0.0,58,60.9,387103.0,4,True,False,False,4,0
US-UMM,US,UMM,46578,US-MUpper-DE-STM-5,60,327998.6,447861.0,6,0.0,58,60.9,387103.0,2,False,False,True,0,0
