Market,Sales rep ID,PCID count,PQR 90d ($),Revenue 90d ($),Ideal PCID,Vs ideal PCID,Too big,Too little,Peel to ideal,Grow slots
US-M,19070,9,101453.0,126466.4,73,-64,False,True,0,64
US-M,18138,9,122438.3,176364.0,73,-64,False,True,0,64
US-M,4814,9,77510.4,91982.9,73,-64,False,True,0,64
US-M,4283,9,32622.9,50231.8,73,-64,False,True,0,64
US-M,12305,10,23039.6,43572.9,73,-63,False,True,0,63
US-M,41836,10,25072.8,36154.7,73,-63,False,True,0,63
US-M,9784,10,42589.0,32837.4,73,-63,False,True,0,63
US-M,13750,10,152683.0,204493.3,73,-63,False,True,0,63
US-M,27646,12,58045.1,98135.6,73,-61,False,True,0,61
US-M,7087,12,86937.1,109167.7,73,-61,False,True,0,61
US-M,8799,12,52698.9,54161.0,73,-61,False,True,0,61
US-M,41489,12,24526.9,17861.0,73,-61,False,True,0,61
US-M,16303,12,153729.6,243579.8,73,-61,False,True,0,61
US-M,25613,13,39445.0,59976.5,73,-60,False,True,0,60
US-M,5030,13,50938.3,42784.1,73,-60,False,True,0,60
US-M,41010,13,83376.4,111876.9,73,-60,False,True,0,60
US-M,41718,14,76896.4,71102.2,73,-59,False,True,0,59
US-M,19138,14,87527.8,111380.4,73,-59,False,True,0,59
US-M,29938,14,73675.7,72063.5,73,-59,False,True,0,59
US-M,26038,14,55514.3,64936.6,73,-59,False,True,0,59
US-M,6413,15,237774.1,282486.8,73,-58,False,True,0,58
US-M,39735,15,26249.7,37040.5,73,-58,False,True,0,58
US-M,3782,15,86133.9,171578.2,73,-58,False,True,0,58
US-M,41805,15,57274.4,67553.5,73,-58,False,True,0,58
US-M,40636,16,26548.6,39693.3,73,-57,False,True,0,57
US-M,7071,16,58931.8,78396.4,73,-57,False,True,0,57
US-M,44086,16,35757.8,68633.2,73,-57,False,True,0,57
US-M,30205,16,144133.9,234404.1,73,-57,False,True,0,57
US-M,17054,17,110035.9,111058.0,73,-56,False,True,0,56
US-M,4598,17,164282.6,183318.5,73,-56,False,True,0,56
US-M,41617,17,89138.1,106090.0,73,-56,False,True,0,56
US-M,39736,18,107147.4,153781.8,73,-55,False,True,0,55
US-M,16382,18,54894.0,66771.7,73,-55,False,True,0,55
US-M,30240,18,61130.8,102514.5,73,-55,False,True,0,55
US-M,34883,18,140400.3,145281.9,73,-55,False,True,0,55
US-M,40172,18,95722.6,121515.0,73,-55,False,True,0,55
US-M,2531,19,141367.6,142617.8,73,-54,False,True,0,54
US-M,12950,19,115682.7,89482.0,73,-54,False,True,0,54
US-M,9662,20,87509.9,118377.0,73,-53,False,True,0,53
US-M,18722,20,128968.2,87189.9,73,-53,False,True,0,53
US-M,32875,20,83512.9,68586.2,73,-53,False,True,0,53
US-M,17707,20,229219.7,261406.9,73,-53,False,True,0,53
US-M,43933,21,157833.7,293608.1,73,-52,False,True,0,52
US-M,5035,21,228376.1,262702.2,73,-52,False,True,0,52
US-M,26177,21,70540.8,87950.5,73,-52,False,True,0,52
US-M,28467,22,220070.8,183309.9,73,-51,False,True,0,51
US-M,4499,22,159910.9,219426.1,73,-51,False,True,0,51
US-M,43089,23,147810.0,0.0,73,-50,False,True,0,50
US-M,12304,23,281070.8,383376.6,73,-50,True,True,0,50
US-M,19577,24,66960.7,81787.4,73,-49,False,True,0,49
US-M,40459,24,154223.9,196418.1,73,-49,False,True,0,49
US-M,30204,24,91503.3,95099.0,73,-49,False,True,0,49
US-M,44390,25,194508.6,219257.2,73,-48,False,True,0,48
US-M,45319,26,153299.5,170763.3,73,-47,False,True,0,47
US-M,17646,26,120101.9,185200.1,73,-47,False,True,0,47
US-M,17695,28,187331.2,220593.4,73,-45,False,True,0,45
US-M,18094,28,122792.4,107568.9,73,-45,False,True,0,45
US-M,27272,28,178413.5,189593.5,73,-45,False,True,0,45
US-M,17742,29,140064.8,368506.5,73,-44,False,True,0,44
US-M,15607,31,319534.6,331885.6,73,-42,True,True,0,42
US-M,6294,32,227007.1,290474.5,73,-41,False,True,0,41
US-M,46517,33,210333.6,294012.7,73,-40,False,True,0,40
US-M,17060,34,256894.9,288620.5,73,-39,True,True,0,39
US-M,8374,34,231370.9,265696.7,73,-39,False,True,0,39
US-M,19180,34,229752.9,233946.6,73,-39,False,True,0,39
US-M,40951,34,229506.5,216053.4,73,-39,False,True,0,39
US-M,23709,35,266063.0,257349.1,73,-38,True,True,0,38
US-M,18936,35,286490.3,346668.2,73,-38,True,True,0,38
US-M,11794,35,322045.0,400641.8,73,-38,True,True,0,38
US-M,18916,35,130639.3,115363.7,73,-38,False,True,0,38
US-M,23315,35,378268.5,422158.5,73,-38,True,True,0,38
US-M,18760,35,177773.3,274344.5,73,-38,False,True,0,38
US-M,34460,36,324047.2,332878.7,73,-37,True,True,0,37
US-M,34176,36,252142.6,258187.8,73,-37,True,True,0,37
US-M,3111,36,226587.0,285366.9,73,-37,False,True,0,37
US-M,41598,36,246905.0,329246.2,73,-37,True,True,0,37
US-M,43930,36,169944.0,147465.0,73,-37,False,True,0,37
US-M,32152,36,432915.4,360567.4,73,-37,True,True,0,37
US-M,34875,36,189313.7,199750.2,73,-37,False,True,0,37
US-M,16990,36,198738.0,248290.2,73,-37,False,True,0,37
US-M,17537,36,346321.2,480079.7,73,-37,True,True,0,37
US-M,39531,36,194968.3,244181.0,73,-37,False,True,0,37
US-M,45005,36,424972.0,431980.3,73,-37,True,True,0,37
US-M,17244,36,308512.8,389050.8,73,-37,True,True,0,37
US-M,6138,37,328461.7,318967.3,73,-36,True,True,0,36
US-M,35758,37,554119.5,482484.6,73,-36,True,True,0,36
US-M,14474,37,242026.3,235624.7,73,-36,False,True,0,36
US-M,40901,37,441527.4,557700.6,73,-36,True,True,0,36
US-M,32083,37,332476.2,304965.1,73,-36,True,True,0,36
US-M,34500,37,204533.2,328792.5,73,-36,False,True,0,36
US-M,41961,37,229067.2,322263.7,73,-36,False,True,0,36
US-M,38558,38,452537.9,702520.9,73,-35,True,True,0,35
US-M,15734,38,278541.2,395367.4,73,-35,True,True,0,35
US-M,13118,38,153752.8,160613.2,73,-35,False,True,0,35
US-M,46578,38,307566.3,430580.0,73,-35,True,True,0,35
US-M,11566,38,238572.5,271683.6,73,-35,False,True,0,35
US-M,36240,38,259297.1,247618.7,73,-35,True,True,0,35
US-M,15241,38,369334.4,334984.9,73,-35,True,True,0,35
US-M,30836,38,333070.3,387588.5,73,-35,True,True,0,35
US-M,952,38,163247.9,239757.2,73,-35,False,True,0,35
US-M,4805,38,221202.6,269833.0,73,-35,False,True,0,35
US-M,17648,38,254692.1,321264.6,73,-35,True,True,0,35
US-M,19547,38,283623.8,339499.4,73,-35,True,True,0,35
US-M,19849,38,263124.2,296616.3,73,-35,True,True,0,35
US-M,32111,38,193063.3,263356.9,73,-35,False,True,0,35
US-M,30876,38,234397.1,268103.8,73,-35,False,True,0,35
US-M,34862,38,289166.2,414914.1,73,-35,True,True,0,35
US-M,895,38,320058.3,323389.5,73,-35,True,True,0,35
US-M,9296,38,327288.4,354741.7,73,-35,True,True,0,35
US-M,20151,38,330110.4,350375.0,73,-35,True,True,0,35
US-M,4795,38,268481.4,246302.1,73,-35,True,True,0,35
US-M,17697,38,247467.3,282054.2,73,-35,True,True,0,35
US-M,26480,39,300886.6,378614.8,73,-34,True,True,0,34
US-M,12723,39,304851.1,312584.6,73,-34,True,True,0,34
US-M,2468,39,317284.8,541956.9,73,-34,True,True,0,34
US-M,34667,39,267829.6,300468.8,73,-34,True,True,0,34
US-M,19348,39,265863.7,326772.1,73,-34,True,True,0,34
US-M,8086,39,350289.0,407038.8,73,-34,True,True,0,34
US-M,42982,39,283393.0,311493.3,73,-34,True,True,0,34
US-M,42326,39,206289.9,245991.1,73,-34,False,True,0,34
US-M,42723,39,279609.8,330918.5,73,-34,True,True,0,34
US-M,24954,39,446763.8,522351.3,73,-34,True,True,0,34
US-M,3559,39,356192.6,404634.7,73,-34,True,True,0,34
US-M,18412,39,333288.8,395455.7,73,-34,True,True,0,34
US-M,39530,40,197272.2,269132.6,73,-33,False,True,0,33
US-M,46546,40,219372.9,243638.1,73,-33,False,True,0,33
US-M,34180,40,362073.5,324514.8,73,-33,True,True,0,33
US-M,39998,40,214291.1,272934.2,73,-33,False,True,0,33
US-M,4431,40,130476.0,312585.7,73,-33,False,True,0,33
US-M,2861,40,368467.4,448002.9,73,-33,True,True,0,33
US-M,34492,40,268602.0,339212.9,73,-33,True,True,0,33
US-M,15966,40,297767.4,340096.2,73,-33,True,True,0,33
US-M,16440,40,268724.5,256226.6,73,-33,True,True,0,33
US-M,43746,41,257964.8,319978.3,73,-32,True,True,0,32
US-M,3904,41,265910.0,267698.2,73,-32,True,True,0,32
US-M,34456,41,403344.6,404821.7,73,-32,True,True,0,32
US-M,18367,41,510160.7,724103.2,73,-32,True,True,0,32
US-M,12990,41,246331.5,272757.1,73,-32,True,True,0,32
US-M,34192,41,257217.4,265896.8,73,-32,True,True,0,32
US-M,43966,41,333917.6,334911.2,73,-32,True,True,0,32
US-M,1191,41,191801.9,255765.2,73,-32,False,True,0,32
US-M,46553,42,169967.6,276371.2,73,-31,False,True,0,31
US-M,16992,42,389132.7,394334.4,73,-31,True,True,0,31
US-M,15076,42,303921.0,329389.0,73,-31,True,True,0,31
US-M,35199,42,338954.1,514526.5,73,-31,True,True,0,31
US-M,44997,42,252542.0,264707.1,73,-31,True,True,0,31
US-M,1222,42,160989.1,160465.1,73,-31,False,True,0,31
US-M,17541,42,288066.3,383068.7,73,-31,True,True,0,31
US-M,11164,42,387465.4,393074.3,73,-31,True,True,0,31
US-M,4068,42,193925.2,216566.2,73,-31,False,True,0,31
US-M,34173,42,232409.8,213538.3,73,-31,False,True,0,31
US-M,3726,42,275294.4,417705.8,73,-31,True,True,0,31
US-M,8227,43,286107.3,309220.6,73,-30,True,True,0,30
US-M,30853,43,331222.0,360869.4,73,-30,True,True,0,30
US-M,23657,43,454970.9,477186.6,73,-30,True,True,0,30
US-M,13770,43,288338.6,360216.0,73,-30,True,True,0,30
US-M,9399,43,143588.9,154579.4,73,-30,False,True,0,30
US-M,17836,43,317369.1,372252.0,73,-30,True,True,0,30
US-M,35502,43,371624.2,480744.3,73,-30,True,True,0,30
US-M,31274,43,413461.4,530515.9,73,-30,True,True,0,30
US-M,46515,43,350564.7,617369.9,73,-30,True,True,0,30
US-M,9810,43,66105.7,111917.6,73,-30,False,True,0,30
US-M,14509,43,476571.8,501505.3,73,-30,True,True,0,30
US-M,26542,43,136861.9,129949.8,73,-30,False,True,0,30
US-M,36394,43,181786.4,247476.6,73,-30,False,True,0,30
US-M,32872,44,221886.6,262119.5,73,-29,False,True,0,29
US-M,34410,44,500290.0,617271.3,73,-29,True,True,0,29
US-M,14473,44,387047.8,467029.6,73,-29,True,True,0,29
US-M,34535,44,387643.7,410249.5,73,-29,True,True,0,29
US-M,11155,44,381421.9,451297.5,73,-29,True,True,0,29
US-M,910,44,323147.6,428298.7,73,-29,True,True,0,29
US-M,31835,44,136865.5,139293.0,73,-29,False,True,0,29
US-M,11158,44,489080.8,450161.8,73,-29,True,True,0,29
US-M,40001,45,231913.7,344308.5,73,-28,False,True,0,28
US-M,44285,45,419372.9,446376.1,73,-28,True,True,0,28
US-M,39361,45,229270.5,240049.8,73,-28,False,True,0,28
US-M,32190,45,414724.5,686710.6,73,-28,True,True,0,28
US-M,11567,45,431050.1,549075.8,73,-28,True,True,0,28
US-M,18087,45,277402.4,351291.1,73,-28,True,True,0,28
US-M,21251,45,257820.3,333052.1,73,-28,True,True,0,28
US-M,38742,46,288654.7,323196.9,73,-27,True,True,0,27
US-M,31053,46,349148.6,471047.7,73,-27,True,True,0,27
US-M,43737,47,340734.1,443433.3,73,-26,True,True,0,26
US-M,15433,47,291828.7,320634.0,73,-26,True,True,0,26
US-M,12954,47,237577.0,292613.4,73,-26,False,True,0,26
US-M,36375,48,429894.2,409188.0,73,-25,True,True,0,25
US-M,39397,48,364069.3,401788.2,73,-25,True,True,0,25
US-M,44976,48,202125.7,195068.4,73,-25,False,True,0,25
US-M,10674,48,326292.1,450469.2,73,-25,True,True,0,25
US-M,17014,49,146998.3,138477.8,73,-24,False,True,0,24
US-M,35555,49,337838.1,429011.7,73,-24,True,True,0,24
US-M,5421,49,242633.4,307251.1,73,-24,False,True,0,24
US-M,42726,50,175434.1,155201.2,73,-23,False,True,0,23
US-M,41742,51,351124.1,430148.7,73,-22,True,True,0,22
US-M,8507,53,330942.0,444599.8,73,-20,True,True,0,20
US-M,42461,54,105549.9,119708.8,73,-19,False,True,0,19
US-M,4798,54,159699.8,152924.0,73,-19,False,True,0,19
US-M,8514,54,212041.9,270743.5,73,-19,False,True,0,19
US-M,46555,54,294614.6,287721.2,73,-19,True,True,0,19
US-M,45364,56,71191.5,82866.9,73,-17,False,True,0,17
US-M,5211,58,9214.4,10611.3,73,-15,False,True,0,15
US-M,8946,58,196623.2,186872.7,73,-15,False,True,0,15
US-M,4356,61,171238.3,213990.5,73,-12,True,True,0,12
US-M,43972,62,273447.8,295214.1,73,-11,True,True,0,11
US-M,29943,63,180443.8,200076.0,73,-10,True,True,0,10
US-M,24654,63,172741.4,166570.0,73,-10,True,True,0,10
US-M,8375,63,252807.9,319677.0,73,-10,True,True,0,10
US-M,30248,63,98370.5,115057.7,73,-10,True,True,0,10
US-M,11560,65,291122.7,272205.1,73,-8,True,True,0,8
US-M,11034,66,288492.5,375759.3,73,-7,True,True,0,7
US-M,15708,66,401208.4,462258.6,73,-7,True,True,0,7
US-M,9824,66,121311.7,140904.4,73,-7,True,True,0,7
US-M,9090,69,381939.7,424700.5,73,-4,True,True,0,4
US-M,19669,69,404078.0,547160.9,73,-4,True,True,0,4
US-M,25983,69,257209.0,275040.5,73,-4,True,True,0,4
US-M,33621,70,114781.7,109267.4,73,-3,True,True,0,3
US-M,14484,70,128089.0,160598.7,73,-3,True,True,0,3
US-M,25809,70,135981.2,160395.8,73,-3,True,True,0,3
US-M,31971,70,364929.0,338394.5,73,-3,True,True,0,3
US-M,21237,71,362394.5,356269.4,73,-2,True,True,0,2
US-M,24588,71,394558.6,362637.9,73,-2,True,True,0,2
US-M,12717,71,189639.5,249158.0,73,-2,True,True,0,2
US-M,43063,72,309400.1,344003.0,73,-1,True,True,0,1
US-M,4360,72,146017.5,134526.0,73,-1,True,True,0,1
US-M,15396,72,271425.5,359217.2,73,-1,True,True,0,1
US-M,12546,73,176614.3,160232.4,73,0,True,False,0,0
US-M,33595,73,183221.8,247339.9,73,0,True,False,0,0
US-M,2458,73,186985.8,209384.4,73,0,True,False,0,0
US-S,18509,57,106791.8,115094.2,45,12,True,False,12,0
US-S,12358,55,169653.6,180139.8,45,10,True,False,10,0
US-S,17834,53,204466.5,210588.9,45,8,True,False,8,0
US-S,1852,53,189247.5,203205.0,45,8,True,False,8,0
US-S,24746,50,162706.4,189169.1,45,5,True,False,5,0
US-S,9068,50,178978.8,204649.8,45,5,True,False,5,0
US-S,46555,50,130256.8,152788.4,45,5,True,False,5,0
US-S,45232,48,91922.2,113545.9,45,3,True,False,3,0
US-S,25983,47,168537.5,197250.9,45,2,True,False,2,0
US-S,8703,46,136177.0,162214.1,45,1,True,False,1,0
US-S,11415,46,127051.2,164107.8,45,1,True,False,1,0
US-S,8514,46,194516.3,184636.5,45,1,True,False,1,0
US-S,34535,1,19076.5,15109.5,45,-44,False,True,0,44
US-S,31837,1,6249.5,13294.9,45,-44,False,True,0,44
US-S,19834,1,18966.9,16023.8,45,-44,False,True,0,44
US-S,16315,1,21877.0,10925.7,45,-44,False,True,0,44
US-S,13252,1,9537.7,13812.1,45,-44,False,True,0,44
US-S,41086,1,13567.3,17404.3,45,-44,False,True,0,44
US-S,35861,1,6867.2,6890.3,45,-44,False,True,0,44
US-S,25657,1,17509.9,0.0,45,-44,False,True,0,44
US-S,41601,1,11552.1,10572.5,45,-44,False,True,0,44
US-S,44998,1,5361.5,8984.0,45,-44,False,True,0,44
US-S,41048,1,23058.8,124979.7,45,-44,False,True,0,44
US-S,16303,1,5308.0,14560.9,45,-44,False,True,0,44
US-S,42784,1,16646.4,18353.3,45,-44,False,True,0,44
US-S,34499,1,5295.0,4274.1,45,-44,False,True,0,44
US-S,32143,1,6741.5,5457.6,45,-44,False,True,0,44
US-S,32111,1,6040.8,10233.0,45,-44,False,True,0,44
US-S,41598,1,5291.8,1715.5,45,-44,False,True,0,44
US-S,35502,1,19375.4,95026.8,45,-44,False,True,0,44
US-S,9508,1,13121.6,11963.1,45,-44,False,True,0,44
US-S,15433,1,10405.5,9209.5,45,-44,False,True,0,44
US-S,28524,2,9616.2,8942.8,45,-43,False,True,0,43
US-S,18923,2,12861.4,30617.7,45,-43,False,True,0,43
US-S,17697,2,14029.2,9408.7,45,-43,False,True,0,43
US-S,15429,2,11422.7,5948.6,45,-43,False,True,0,43
US-S,24636,2,6814.6,13746.8,45,-43,False,True,0,43
US-S,23202,2,8679.7,10752.3,45,-43,False,True,0,43
US-S,46515,2,11896.1,14843.8,45,-43,False,True,0,43
US-S,6413,2,9605.0,8946.2,45,-43,False,True,0,43
US-S,34192,2,8136.6,9048.7,45,-43,False,True,0,43
US-S,34896,2,15658.4,21357.8,45,-43,False,True,0,43
US-S,23226,2,31073.3,24168.5,45,-43,False,True,0,43
US-S,31330,2,5188.9,2679.1,45,-43,False,True,0,43
US-S,23657,2,16915.4,9226.6,45,-43,False,True,0,43
US-S,39998,2,25046.0,14402.8,45,-43,False,True,0,43
US-S,44385,2,16500.5,15648.9,45,-43,False,True,0,43
US-S,30246,2,11536.4,25944.7,45,-43,False,True,0,43
US-S,31053,2,7331.5,6044.9,45,-43,False,True,0,43
US-S,42947,2,14526.6,18391.8,45,-43,False,True,0,43
US-S,12956,2,15856.3,8383.4,45,-43,False,True,0,43
US-S,39735,2,29879.4,24187.9,45,-43,False,True,0,43
US-S,18721,2,25615.6,23357.6,45,-43,False,True,0,43
US-S,28088,2,14017.3,32321.3,45,-43,False,True,0,43
US-S,33353,2,5704.2,5751.1,45,-43,False,True,0,43
US-S,33376,2,6576.3,12408.1,45,-43,False,True,0,43
US-S,33448,2,11607.6,14831.6,45,-43,False,True,0,43
US-S,24953,2,10856.9,20510.8,45,-43,False,True,0,43
US-S,18153,2,6836.6,17349.4,45,-43,False,True,0,43
US-S,6996,2,5731.5,7805.6,45,-43,False,True,0,43
US-S,19342,3,15297.5,12045.3,45,-42,False,True,0,42
US-S,23241,3,8670.1,14539.7,45,-42,False,True,0,42
US-S,30206,3,8329.5,6930.0,45,-42,False,True,0,42
US-S,44452,3,12719.2,18735.5,45,-42,False,True,0,42
US-S,9088,3,18626.0,337.7,45,-42,False,True,0,42
US-S,3061,3,24465.5,22831.9,45,-42,False,True,0,42
US-S,44161,3,15670.7,20035.4,45,-42,False,True,0,42
US-S,29907,3,17190.5,26631.9,45,-42,False,True,0,42
US-S,42819,3,14650.7,11113.7,45,-42,False,True,0,42
US-S,17521,3,14764.4,30042.2,45,-42,False,True,0,42
US-S,12304,3,27089.8,54234.0,45,-42,False,True,0,42
US-S,30240,3,17546.4,13442.4,45,-42,False,True,0,42
US-S,36031,3,5846.1,13509.7,45,-42,False,True,0,42
US-S,44086,3,6335.2,2381.6,45,-42,False,True,0,42
US-S,2275,3,24761.9,82374.7,45,-42,False,True,0,42
US-S,39026,3,14855.8,14891.0,45,-42,False,True,0,42
US-S,41659,3,8186.8,8057.7,45,-42,False,True,0,42
US-S,6739,3,25951.9,40649.1,45,-42,False,True,0,42
US-S,20269,3,20034.0,3955.7,45,-42,False,True,0,42
US-S,32882,3,10782.5,5863.5,45,-42,False,True,0,42
US-S,2056,3,10041.9,21538.4,45,-42,False,True,0,42
US-S,12307,3,8991.7,9000.0,45,-42,False,True,0,42
US-S,9522,3,37137.5,27501.0,45,-42,True,True,0,42
US-S,9663,3,13648.9,19815.2,45,-42,False,True,0,42
US-S,33672,3,24697.3,18729.2,45,-42,False,True,0,42
US-S,41803,3,13590.0,22312.2,45,-42,False,True,0,42
US-S,29640,3,12678.9,11353.9,45,-42,False,True,0,42
US-S,20988,3,12641.7,19251.2,45,-42,False,True,0,42
US-S,29587,3,8366.8,17067.0,45,-42,False,True,0,42
US-S,13552,3,21327.2,25847.0,45,-42,False,True,0,42
US-S,6589,3,21575.2,9823.4,45,-42,False,True,0,42
US-S,33715,3,21882.1,32046.9,45,-42,False,True,0,42
US-S,17526,3,25985.2,53384.4,45,-42,False,True,0,42
US-S,33673,3,23600.5,28228.2,45,-42,False,True,0,42
US-S,13745,3,21994.4,22426.8,45,-42,False,True,0,42
US-S,23230,3,21886.4,16808.5,45,-42,False,True,0,42
US-S,45241,3,9771.0,13117.9,45,-42,False,True,0,42
US-S,23244,3,10992.1,22117.0,45,-42,False,True,0,42
US-S,29650,3,21085.9,26198.4,45,-42,False,True,0,42
US-S,34620,4,6183.6,12547.8,45,-41,False,True,0,41
US-S,39587,4,14969.3,15248.3,45,-41,False,True,0,41
US-S,43193,4,14463.5,24446.4,45,-41,False,True,0,41
US-S,10073,4,10213.9,24182.3,45,-41,False,True,0,41
US-S,18740,4,20017.4,0.0,45,-41,False,True,0,41
US-S,34177,4,14842.1,41389.2,45,-41,False,True,0,41
US-S,44676,4,10051.9,6170.3,45,-41,False,True,0,41
US-S,30436,4,7178.3,13194.1,45,-41,False,True,0,41
US-S,34829,4,34552.1,134270.3,45,-41,False,True,0,41
US-S,34490,4,11617.6,15410.7,45,-41,False,True,0,41
US-S,45338,4,10065.7,11317.4,45,-41,False,True,0,41
US-S,45451,4,6836.1,9503.7,45,-41,False,True,0,41
US-S,34432,4,31416.6,30287.8,45,-41,False,True,0,41
US-S,17282,4,9102.0,10515.1,45,-41,False,True,0,41
US-S,44451,4,38792.3,31714.0,45,-41,True,True,0,41
US-S,3433,4,31677.4,21047.0,45,-41,False,True,0,41
US-S,46707,4,17423.2,23243.7,45,-41,False,True,0,41
US-S,45339,4,11833.5,8676.1,45,-41,False,True,0,41
US-S,41720,4,7633.8,7168.8,45,-41,False,True,0,41
US-S,27690,4,66425.6,44655.0,45,-41,True,True,0,41
US-S,44140,4,17174.9,37051.1,45,-41,False,True,0,41
US-S,30465,4,9324.6,27148.2,45,-41,False,True,0,41
US-S,31101,4,11088.6,7968.3,45,-41,False,True,0,41
US-S,44725,4,17945.9,22914.7,45,-41,False,True,0,41
US-S,26062,4,7948.2,13905.7,45,-41,False,True,0,41
US-S,9393,4,24092.3,33376.9,45,-41,False,True,0,41
US-S,14898,4,7164.1,5668.0,45,-41,False,True,0,41
US-S,35920,4,16545.5,26115.4,45,-41,False,True,0,41
US-S,39531,4,7580.2,11224.5,45,-41,False,True,0,41
US-S,29934,4,11738.0,18713.2,45,-41,False,True,0,41
US-S,40055,4,24439.8,41564.4,45,-41,False,True,0,41
US-S,8947,4,19269.7,27353.6,45,-41,False,True,0,41
US-S,27685,4,9855.1,18745.0,45,-41,False,True,0,41
US-S,34519,4,11444.5,7461.5,45,-41,False,True,0,41
US-S,31948,4,5456.3,26185.5,45,-41,False,True,0,41
US-S,32196,4,25322.4,31144.8,45,-41,False,True,0,41
US-S,20175,4,25374.0,16624.2,45,-41,False,True,0,41
US-S,29938,4,9680.4,12614.2,45,-41,False,True,0,41
US-S,12076,5,9767.5,11149.0,45,-40,False,True,0,40
US-S,30250,5,14520.2,25804.6,45,-40,False,True,0,40
US-S,32881,5,33418.2,39659.2,45,-40,False,True,0,40
US-S,44144,5,9733.9,12969.4,45,-40,False,True,0,40
US-S,34906,5,43817.2,47251.5,45,-40,False,True,0,40
US-S,25487,5,26480.0,41103.4,45,-40,False,True,0,40
US-S,4499,5,13056.3,25962.0,45,-40,False,True,0,40
US-S,43811,5,13743.3,18581.6,45,-40,False,True,0,40
US-S,33595,5,22734.5,41353.1,45,-40,False,True,0,40
US-S,24588,5,16872.7,16311.9,45,-40,False,True,0,40
US-S,44384,5,12209.2,5327.8,45,-40,False,True,0,40
US-S,33667,5,16067.0,18221.2,45,-40,False,True,0,40
US-S,31736,5,24267.5,27828.3,45,-40,False,True,0,40
US-S,13797,5,16553.7,35093.8,45,-40,False,True,0,40
US-S,19175,5,10861.7,10390.8,45,-40,False,True,0,40
US-S,33749,5,10492.5,17065.0,45,-40,False,True,0,40
US-S,5235,5,7562.9,18198.4,45,-40,False,True,0,40
US-S,38557,5,20536.2,22933.7,45,-40,False,True,0,40
US-S,38741,5,22991.4,38237.0,45,-40,False,True,0,40
US-S,32797,5,21730.3,35613.7,45,-40,False,True,0,40
US-S,28945,5,21954.1,17117.9,45,-40,False,True,0,40
US-S,15708,5,51833.8,75130.0,45,-40,True,True,0,40
US-S,9697,5,30372.7,30649.1,45,-40,False,True,0,40
US-S,25488,5,17335.1,23279.6,45,-40,False,True,0,40
US-S,33441,5,17131.3,17944.5,45,-40,False,True,0,40
US-S,33722,5,40949.5,36718.0,45,-40,True,True,0,40
US-S,28370,5,11826.6,16345.1,45,-40,False,True,0,40
US-S,19569,5,16409.4,11580.7,45,-40,False,True,0,40
US-S,16296,5,23900.8,20935.0,45,-40,False,True,0,40
US-S,21144,6,19511.0,21145.7,45,-39,False,True,0,39
US-S,35764,6,35700.2,37507.6,45,-39,False,True,0,39
US-S,21258,6,40043.2,33375.1,45,-39,True,True,0,39
US-S,42592,6,11106.3,12068.5,45,-39,False,True,0,39
US-S,24635,6,13851.3,17907.4,45,-39,False,True,0,39
US-S,6009,6,23638.9,25863.1,45,-39,False,True,0,39
US-S,9662,6,34856.4,34427.4,45,-39,False,True,0,39
US-S,11027,6,23973.6,33937.0,45,-39,False,True,0,39
US-S,11485,6,7545.2,15010.7,45,-39,False,True,0,39
US-S,25646,6,12224.7,3023.1,45,-39,False,True,0,39
US-S,19669,6,8897.4,13889.8,45,-39,False,True,0,39
US-S,34174,6,20458.2,30916.6,45,-39,False,True,0,39
US-S,23227,6,23139.2,44134.1,45,-39,False,True,0,39
US-S,35541,6,33431.7,40330.1,45,-39,False,True,0,39
US-S,24462,6,25052.2,48997.0,45,-39,False,True,0,39
US-S,5542,6,12073.9,21857.9,45,-39,False,True,0,39
US-S,13743,6,11527.7,27848.2,45,-39,False,True,0,39
US-S,32465,7,15660.7,9246.8,45,-38,False,True,0,38
US-S,15233,7,48909.2,73265.8,45,-38,True,True,0,38
US-S,1145,7,13875.8,15015.4,45,-38,False,True,0,38
US-S,21419,7,41669.8,39885.4,45,-38,True,True,0,38
US-S,41617,7,33972.0,29248.3,45,-38,False,True,0,38
US-S,3723,7,12930.2,14847.0,45,-38,False,True,0,38
US-S,18250,7,37766.0,40321.1,45,-38,False,True,0,38
US-S,11417,7,9222.3,9634.6,45,-38,False,True,0,38
US-S,44947,7,10678.9,16452.8,45,-38,False,True,0,38
US-S,44729,7,12855.6,19096.4,45,-38,False,True,0,38
US-S,7000,7,9401.8,9494.0,45,-38,False,True,0,38
US-S,9090,7,29905.1,43485.9,45,-38,False,True,0,38
US-S,24335,7,12891.4,7483.6,45,-38,False,True,0,38
US-S,43063,7,24916.2,33069.8,45,-38,False,True,0,38
US-S,6801,7,25892.0,22286.8,45,-38,False,True,0,38
US-S,13827,7,44466.8,76287.7,45,-38,True,True,0,38
US-S,41683,7,15989.7,22520.9,45,-38,False,True,0,38
US-S,29676,7,19205.3,17532.0,45,-38,False,True,0,38
US-S,43467,7,21383.5,39691.5,45,-38,False,True,0,38
US-S,13750,8,26168.5,19196.1,45,-37,False,True,0,37
US-S,23646,8,15508.7,36322.1,45,-37,False,True,0,37
US-S,30248,8,15211.9,24949.0,45,-37,False,True,0,37
US-S,7395,8,34334.8,35217.5,45,-37,False,True,0,37
US-S,31345,8,49116.0,55202.8,45,-37,True,True,0,37
